CPU_Percentage
3.07
25.57
26.97
26.32
26.73
26.81
26.04
26.60
26.62
25.96
26.41
25.55
25.86
26.88
26.95
26.35
26.36
26.74
26.06
26.89
26.17
26.24
26.59
26.07
25.65
26.36
26.04
1.97
