CPU_Percentage
0.37
23.10
23.02
24.13
23.46
24.61
23.45
23.42
24.18
23.82
23.37
23.68
23.77
24.24
23.64
24.16
23.67
23.09
23.99
23.71
24.02
24.57
23.91
23.36
23.70
24.59
24.42
4.18
