Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/index.html,222501,0,18,18.899344896815794,4.420927998580737,687.6507420020062,56.0,3715.044079133191,0.0,18,20,21,22,23,26,31,36,54,680,690
,Aggregated,222501,0,18,18.899344896815794,4.420927998580737,687.6507420020062,56.0,3715.044079133191,0.0,18,20,21,22,23,26,31,36,54,680,690
