CPU_Percentage
4.09
10.51
9.75
10.05
10.08
10.10
10.40
10.48
10.44
10.63
10.38
10.51
10.53
10.64
10.63
10.67
10.56
10.78
10.41
10.62
10.47
10.19
10.37
10.28
10.97
9.85
10.03
0.92
