CPU_Percentage
0.36
22.75
23.35
23.43
23.36
22.73
23.34
23.32
23.18
23.49
23.54
22.59
22.64
22.81
22.99
22.77
22.71
22.78
22.96
23.12
22.55
22.68
23.71
22.93
22.89
23.31
22.63
0.89
