CPU_Percentage
5.82
25.14
25.88
26.12
25.28
25.52
25.62
25.46
25.45
25.66
25.25
25.48
25.70
25.30
25.45
25.83
25.01
24.80
25.26
24.92
25.44
24.99
25.15
25.58
25.68
25.06
25.21
1.52
