Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fibonacci.php,100,0,44000,43567.65937067003,37934.95460400118,54887.92467699932,21.0,1.7901385105280747,0.0,44000,44000,45000,46000,48000,50000,53000,55000,55000,55000,55000
,Aggregated,100,0,44000,43567.65937067003,37934.95460400118,54887.92467699932,21.0,1.7901385105280747,0.0,44000,44000,45000,46000,48000,50000,53000,55000,55000,55000,55000
