CPU_Percentage
99.98
99.91
99.86
100.10
100.15
100.09
100.27
99.83
100.12
100.23
99.82
100.19
99.70
99.87
99.90
99.83
99.54
99.81
99.79
99.91
99.75
100.15
99.87
99.92
100.06
99.66
99.68
99.75
