Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/index.html,221381,0,18,18.997654725526008,4.039080999064026,712.500606001413,56.0,3691.4488779914445,0.0,18,20,21,22,23,26,31,37,54,710,710
,Aggregated,221381,0,18,18.997654725526008,4.039080999064026,712.500606001413,56.0,3691.4488779914445,0.0,18,20,21,22,23,26,31,37,54,710,710
