Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/index.html,212932,0,19,32.07110695593235,4.19805300043663,3335.464340998442,56.0,3554.1233911754543,0.0,19,21,22,23,24,28,33,48,2600,2700,3300
,Aggregated,212932,0,19,32.07110695593235,4.19805300043663,3335.464340998442,56.0,3554.1233911754543,0.0,19,21,22,23,24,28,33,48,2600,2700,3300
