Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fibonacci.php,815,0,7000,6909.688317842964,4910.642514998472,11067.874766002205,21.0,13.777638095514318,0.0,7000,7900,8000,8000,8100,9000,10000,11000,11000,11000,11000
,Aggregated,815,0,7000,6909.688317842964,4910.642514998472,11067.874766002205,21.0,13.777638095514318,0.0,7000,7900,8000,8000,8100,9000,10000,11000,11000,11000,11000
