CPU_Percentage
7.63
21.74
21.97
22.42
21.22
21.27
21.84
22.10
22.31
21.72
22.39
21.35
21.82
21.87
21.84
21.88
22.54
21.72
21.74
22.03
21.46
22.48
21.47
21.50
21.61
22.04
21.66
0.99
