CPU_Percentage
0.02
9.32
9.30
9.27
9.44
8.92
8.72
8.82
9.17
9.52
9.59
9.41
9.48
8.87
8.55
9.33
8.77
9.01
8.46
8.84
8.49
9.52
8.85
9.49
8.69
9.12
9.43
0.39
