CPU_Percentage
0.00
8.89
9.21
9.24
8.90
9.11
9.05
9.00
8.86
9.27
9.16
8.96
9.11
8.98
9.09
9.32
9.35
9.23
9.54
9.33
9.57
9.47
9.00
9.27
8.74
9.04
9.17
6.82
