Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fibonacci.php,179,0,31000,32255.78109211176,26722.13319600087,40904.12857000047,21.0,3.0276546283473134,0.0,31000,34000,35000,36000,38000,40000,40000,41000,41000,41000,41000
,Aggregated,179,0,31000,32255.78109211176,26722.13319600087,40904.12857000047,21.0,3.0276546283473134,0.0,31000,34000,35000,36000,38000,40000,40000,41000,41000,41000,41000
