Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/index.html,213057,0,19,32.00842829833924,4.619377999915741,3348.0677059997106,56.0,3559.0987894586747,0.0,19,21,22,23,24,28,33,43,2600,2700,3300
,Aggregated,213057,0,19,32.00842829833924,4.619377999915741,3348.0677059997106,56.0,3559.0987894586747,0.0,19,21,22,23,24,28,33,43,2600,2700,3300
