Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fibonacci,1333,0,1600,2175.312175914501,63.80578499738476,54087.05698400081,21.0,22.552286575838764,0.0,1600,1900,2000,2100,2200,2200,12000,29000,52000,54000,54000
,Aggregated,1333,0,1600,2175.312175914501,63.80578499738476,54087.05698400081,21.0,22.552286575838764,0.0,1600,1900,2000,2100,2200,2200,12000,29000,52000,54000,54000
