CPU_Percentage
69.76
99.97
100.19
99.95
99.87
99.83
100.02
100.09
99.70
100.19
100.13
99.75
100.19
100.11
99.98
100.15
99.77
99.83
99.70
99.77
99.77
100.27
100.15
99.79
99.83
99.79
99.87
100.17
