CPU_Percentage
195.01
200.29
200.29
200.28
199.66
200.46
199.26
199.58
199.24
200.54
199.66
200.05
200.37
199.57
199.74
199.40
199.58
199.74
200.46
199.49
199.65
199.74
200.21
199.83
200.12
199.46
199.96
97.11
