CPU_Percentage
0.01
9.32
8.96
9.27
9.23
9.51
9.03
9.46
9.49
9.52
9.08
9.03
9.14
8.71
8.85
9.01
9.56
9.35
9.48
8.97
9.41
9.49
9.28
9.52
9.37
8.95
9.31
0.28
