CPU_Percentage
100.43
100.15
100.27
92.33
99.79
99.69
99.92
99.83
100.10
99.83
100.27
100.11
99.87
99.79
99.78
100.31
100.06
99.75
99.75
99.71
100.06
100.10
100.23
99.79
100.00
99.79
100.14
100.51
