CPU_Percentage
3.90
9.36
9.12
9.43
8.95
9.13
9.07
9.23
9.46
9.06
9.13
9.11
8.89
8.58
8.69
8.95
9.08
8.59
8.80
8.76
9.07
9.01
8.53
8.86
9.02
9.06
8.69
0.31
