CPU_Percentage
95.13
99.81
100.02
99.94
99.83
100.14
100.05
99.91
99.83
100.17
99.81
100.18
99.96
100.09
100.10
100.14
100.19
100.14
99.74
99.73
100.30
100.05
99.74
99.82
99.74
99.82
99.83
95.29
