CPU_Percentage
94.98
99.87
99.82
99.74
100.13
99.70
100.14
100.23
100.30
99.91
99.90
99.66
100.09
100.17
100.14
99.79
99.74
99.82
100.18
99.78
99.70
99.70
100.26
100.14
100.10
100.14
100.16
95.25
