CPU_Percentage
99.79
100.19
99.68
100.02
100.06
99.64
99.75
99.75
100.19
100.19
99.83
100.23
99.83
99.79
100.20
100.10
100.06
100.14
99.75
99.79
99.73
99.70
99.95
99.84
100.10
100.07
99.97
100.32
