CPU_Percentage
100.12
100.09
100.19
99.79
100.23
99.79
100.27
99.88
100.23
100.15
100.11
100.06
99.67
99.81
100.23
99.67
100.19
99.83
99.87
100.02
100.17
99.67
100.17
100.15
99.75
99.83
100.27
100.12
