Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fibonacci,1263,0,1600,2178.9606848875396,64.15891100186855,54249.602136998874,21.0,22.483871443790033,0.0,1600,1800,2000,2000,2100,2200,13000,31000,52000,54000,54000
,Aggregated,1263,0,1600,2178.9606848875396,64.15891100186855,54249.602136998874,21.0,22.483871443790033,0.0,1600,1800,2000,2000,2100,2200,13000,31000,52000,54000,54000
