CPU_Percentage
0.45
26.43
26.53
25.81
26.48
26.05
26.22
26.84
26.21
26.44
27.01
26.43
26.72
27.14
26.81
26.19
25.71
26.61
25.76
26.42
26.67
25.59
25.59
26.20
26.38
25.74
26.48
2.02
