CPU_Percentage
0.83
9.38
9.46
8.94
9.30
9.10
9.15
9.18
8.92
9.39
8.96
9.45
8.68
9.64
9.06
9.21
9.32
9.29
9.39
9.47
9.11
9.14
9.49
9.21
9.64
9.43
9.21
0.48
