CPU_Percentage
111.93
398.99
400.74
398.82
399.13
398.82
399.76
400.91
400.39
398.30
398.96
398.32
400.41
399.16
399.33
399.43
398.26
398.98
398.98
399.73
399.83
399.49
399.49
399.29
400.25
400.25
398.99
395.86
