CPU_Percentage
393.34
398.49
399.48
399.31
399.47
399.69
400.23
400.26
398.97
400.73
400.25
399.16
398.98
400.75
400.76
399.17
400.42
399.14
399.13
400.75
401.08
400.75
399.65
398.83
400.21
400.41
399.74
396.06
