CPU_Percentage
393.68
400.55
400.91
400.36
400.73
399.32
399.92
400.25
400.75
400.07
399.75
399.82
398.65
400.89
399.30
399.91
398.99
400.26
400.57
398.33
400.42
398.81
399.45
398.50
400.47
400.91
398.99
395.41
