CPU_Percentage
100.33
100.06
99.65
99.87
99.87
99.75
99.71
100.04
100.14
99.79
99.87
99.98
100.27
99.94
99.54
100.19
100.21
99.95
100.27
99.79
100.13
100.10
99.66
100.21
99.66
100.11
99.75
99.87
