CPU_Percentage
74.68
100.14
100.22
99.73
99.58
99.75
99.87
100.15
99.81
100.25
100.14
100.23
99.87
99.83
99.62
100.10
99.79
100.06
100.23
100.22
100.14
99.68
100.27
100.02
100.24
99.79
100.23
100.21
