CPU_Percentage
0.43
0.52
199.30
199.44
199.62
200.29
200.62
199.66
199.61
199.54
199.63
200.67
199.54
200.20
200.44
200.21
199.48
199.32
199.97
200.20
200.44
199.90
199.55
200.12
199.41
200.12
200.03
200.37
195.09
