CPU_Percentage
7.58
22.11
21.76
21.31
21.31
21.90
22.69
21.25
21.62
21.28
21.11
21.32
21.02
21.51
21.10
21.51
21.82
21.90
20.97
21.21
21.07
21.54
21.45
21.00
21.70
20.84
21.42
1.04
