CPU_Percentage
133.84
400.91
400.74
399.32
400.74
400.43
400.19
400.47
400.91
400.60
400.74
401.42
399.92
399.49
400.42
400.59
399.92
400.91
400.92
398.32
400.92
400.26
399.49
400.73
398.93
401.25
401.09
